task_clock,context_switches,cpu_migrations,page_faults,time_elapsed,size,threads
0.592921,0.0,0.0,58,0.000786912,32,1
1.036768,2.0,0.0,74,0.001006499,32,2
1.163817,3.0,0.0,76,0.001001682,32,3
1.323458,5.0,1.0,78,0.001041085,32,4
1.411937,8.0,1.0,80,0.001098493,32,5
1.516779,10.0,1.0,81,0.001160508,32,6
1.711119,12.0,3.0,85,0.001234503,32,7
1.799112,14.0,3.0,86,0.001284778,32,8
1.354141,0.0,0.0,58,0.001553213,64,1
1.794826,2.0,0.0,74,0.001443841,64,2
2.040275,3.0,0.0,76,0.001360477,64,3
2.13251,5.0,1.0,78,0.001278329,64,4
2.215697,7.0,0.0,80,0.001329025,64,5
2.371192,9.0,0.0,81,0.001361671,64,6
2.48735,12.0,1.0,83,0.001398363,64,7
2.621881,12.0,2.0,85,0.001453434,64,8
4.304758,0.0,0.0,58,0.004522021,128,1
4.836428,2.0,0.0,74,0.002914869,128,2
5.09378,4.0,0.0,76,0.002344655,128,3
5.225375,5.0,1.0,77,0.002153312,128,4
5.444905,7.0,0.0,80,0.00220616,128,5
5.57214,10.0,1.0,81,0.002234212,128,6
5.553033,11.0,1.0,83,0.002257487,128,7
5.859596,15.0,2.0,85,0.002348487,128,8
16.017693,0.0,0.0,58,0.01625625,256,1
17.139784,2.0,0.0,74,0.009093895,256,2
17.563318,4.0,1.0,76,0.006552308,256,3
18.049049,6.0,2.0,78,0.005517791,256,4
18.177258,8.0,1.0,80,0.005572625,256,5
18.457854,10.0,2.0,82,0.005521739,256,6
18.507491,11.0,2.0,84,0.005493482,256,7
18.640468,15.0,3.0,85,0.00553196,256,8
62.58253,0.0,0.0,58,0.062821211,512,1
65.667075,2.0,0.0,74,0.03340813,512,2
67.102705,5.0,0.0,75,0.023017111,512,3
69.291735,10.0,1.0,78,0.018482317,512,4
69.622195,14.0,2.0,80,0.01825777,512,5
69.656515,15.0,2.0,81,0.018343173,512,6
69.713189,18.0,3.0,84,0.018341657,512,7
70.10428,19.0,3.0,86,0.018403507,512,8
246.884394,0.0,0.0,58,0.247160977,1024,1
260.944209,10.0,0.0,74,0.131188618,1024,2
270.491259,18.0,0.0,76,0.091298017,1024,3
282.481515,75.0,2.0,78,0.071953331,1024,4
280.328563,53.0,3.0,80,0.071165957,1024,5
280.752579,90.0,4.0,82,0.071365844,1024,6
279.462572,104.0,6.0,84,0.070947019,1024,7
281.133726,100.0,5.0,86,0.071393198,1024,8
987.446209,2.0,0.0,58,0.987824558,2048,1
1022.001022,35.0,1.0,73,0.511949535,2048,2
1067.419579,166.0,1.0,75,0.357778767,2048,3
1099.710896,183.0,1.0,78,0.277158452,2048,4
1107.212309,274.0,9.0,80,0.278599343,2048,5
1102.483718,227.0,10.0,81,0.277093003,2048,6
1101.788977,369.0,11.0,84,0.276916565,2048,7
1104.979012,326.0,5.0,86,0.277510322,2048,8
3951.92199,4.0,0.0,58,3.952309267,4096,1
4041.938562,34.0,0.0,74,2.02189302,4096,2
4276.421871,509.0,1.0,76,1.429055813,4096,3
4424.436299,606.0,2.0,78,1.110615298,4096,4
4422.455638,863.0,29.0,80,1.109149561,4096,5
4434.635065,1009.0,40.0,81,1.111499367,4096,6
4422.640345,926.0,28.0,84,1.107400568,4096,7
4414.240236,1054.0,6.0,85,1.10508901,4096,8
15742.19331,10.0,0.0,58,15.742736344,8192,1
15939.705198,24.0,0.0,74,7.97069075,8192,2
16906.483697,70.0,1.0,76,5.636833994,8192,3
17282.312874,339.0,1.0,77,4.323607607,8192,4
17298.832082,702.0,70.0,79,4.326748168,8192,5
17298.769139,995.0,114.0,82,4.32652585,8192,6
17300.395417,1486.0,69.0,83,4.326897261,8192,7
17275.021111,1692.0,22.0,86,4.319970627,8192,8
0.768077,0.0,0.0,58,0.000958221,16,1
1.209105,2.0,0.0,73,0.001099396,16,2
1.341441,3.0,0.0,75,0.001064923,16,3
1.485111,4.0,0.0,77,0.001074001,16,4
1.573404,6.0,1.0,80,0.001118177,16,5
1.654478,8.0,1.0,81,0.001152051,16,6
1.848276,11.0,2.0,83,0.001243044,16,7
1.838047,12.0,2.0,86,0.001246487,16,8
2.138274,0.0,0.0,58,0.002335044,32,1
2.611158,2.0,0.0,73,0.001788409,32,2
2.780306,3.0,0.0,76,0.001641965,32,3
2.849766,5.0,1.0,79,0.001504427,32,4
3.058478,6.0,1.0,79,0.001586893,32,5
3.10202,9.0,1.0,82,0.001566186,32,6
3.213727,10.0,2.0,84,0.001618766,32,7
3.317422,12.0,3.0,87,0.001654104,32,8
7.595661,0.0,0.0,59,0.007806347,64,1
8.414054,2.0,0.0,74,0.004686147,64,2
8.466771,3.0,0.0,76,0.003456566,64,3
8.461957,5.0,1.0,78,0.003223534,64,4
8.587863,7.0,2.0,80,0.00304834,64,5
8.74332,9.0,2.0,82,0.003262136,64,6
8.948716,11.0,3.0,84,0.003021367,64,7
9.140042,13.0,4.0,86,0.003109568,64,8
29.327238,0.0,0.0,59,0.029546177,128,1
29.554105,3.0,0.0,74,0.015280524,128,2
30.596774,4.0,0.0,75,0.010816109,128,3
30.936513,6.0,2.0,77,0.008856924,128,4
31.014528,8.0,3.0,80,0.008554076,128,5
31.560217,10.0,4.0,82,0.008790562,128,6
31.459167,10.0,5.0,83,0.008884746,128,7
31.835612,14.0,7.0,86,0.009132936,128,8
115.765728,0.0,0.0,58,0.11601018,256,1
117.428128,3.0,0.0,74,0.05930646,256,2
119.935764,4.0,0.0,75,0.040688002,256,3
121.789367,9.0,1.0,77,0.03137939,256,4
121.920318,14.0,2.0,80,0.031329678,256,5
122.392442,16.0,2.0,81,0.031446214,256,6
122.183618,20.0,4.0,84,0.031424249,256,7
121.868571,22.0,5.0,85,0.031358947,256,8
461.895089,1.0,0.0,58,0.462169818,512,1
464.13022,3.0,0.0,74,0.232682209,512,2
475.12895,4.0,0.0,76,0.159104899,512,3
480.915236,13.0,1.0,78,0.121122656,512,4
482.786646,25.0,3.0,80,0.121795162,512,5
483.058338,33.0,5.0,82,0.121775245,512,6
484.629504,43.0,5.0,84,0.122736187,512,7
482.585834,52.0,6.0,86,0.121612895,512,8
1852.470043,2.0,0.0,58,1.852786543,1024,1
1852.215797,5.0,0.0,74,0.926791383,1024,2
1912.941354,7.0,0.0,76,0.638490977,1024,3
1947.948777,16.0,1.0,78,0.488139249,1024,4
1932.177502,56.0,10.0,80,0.484155555,1024,5
1944.123182,97.0,10.0,81,0.487102604,1024,6
1942.917082,132.0,10.0,83,0.487034347,1024,7
1948.571225,170.0,12.0,85,0.488387013,1024,8
7406.348933,8.0,0.0,58,7.406785149,2048,1
7396.333848,10.0,0.0,73,3.698935742,2048,2
7584.059532,13.0,0.0,76,2.528918391,2048,3
7691.962115,26.0,1.0,78,1.924301828,2048,4
7698.159825,189.0,29.0,80,1.92565411,2048,5
7701.030547,349.0,43.0,82,1.926516039,2048,6
7679.913105,503.0,26.0,84,1.921116326,2048,7
7690.835628,655.0,6.0,85,1.923827783,2048,8
29525.222678,18.0,0.0,58,29.525922367,4096,1
29592.926957,25.0,0.0,74,14.797379579,4096,2
30543.771851,25.0,1.0,76,10.182290841,4096,3
30938.611185,50.0,2.0,78,7.736190908,4096,4
30932.266484,713.0,118.0,80,7.734580726,4096,5
30960.052815,1353.0,178.0,82,7.741351953,4096,6
30928.384615,1965.0,86.0,84,7.73353275,4096,7
30905.628293,2599.0,9.0,85,7.728028209,4096,8
118067.06414,68.0,0.0,58,118.068823352,8192,1
118142.350488,64.0,1.0,74,59.07260105,8192,2
122472.044935,71.0,0.0,76,40.825259741,8192,3
123055.887591,139.0,2.0,78,30.766652077,8192,4
123100.778218,2751.0,442.0,80,30.778228232,8192,5
123038.188553,5290.0,658.0,82,30.762376594,8192,6
123056.462324,7830.0,393.0,84,30.767438248,8192,7
122944.983526,10304.0,13.0,86,30.739216112,8192,8
0.849987,0.0,0.0,58,0.001042164,16,1
1.27553,2.0,0.0,74,0.001139381,16,2
1.482214,3.0,0.0,75,0.001133575,16,3
1.542268,5.0,1.0,78,0.001093817,16,4
1.645431,6.0,1.0,79,0.001128269,16,5
1.741989,8.0,2.0,82,0.001178101,16,6
1.915302,10.0,2.0,83,0.001251064,16,7
2.030053,11.0,4.0,86,0.001258442,16,8
2.417447,0.0,0.0,58,0.002622728,32,1
2.872205,2.0,0.0,74,0.001910171,32,2
3.029974,3.0,0.0,75,0.001686197,32,3
3.443588,5.0,1.0,77,0.001602254,32,4
3.281902,7.0,1.0,80,0.001560807,32,5
3.422533,10.0,2.0,82,0.00162144,32,6
3.494897,11.0,3.0,84,0.001676482,32,7
3.71316,11.0,4.0,86,0.00172717,32,8
8.582197,0.0,0.0,59,0.008802087,64,1
9.216062,2.0,0.0,74,0.005108444,64,2
9.33878,4.0,0.0,75,0.003717295,64,3
9.54834,5.0,1.0,78,0.003411814,64,4
9.807747,7.0,2.0,80,0.003242188,64,5
9.801668,9.0,2.0,81,0.003324386,64,6
9.913583,10.0,3.0,84,0.003329374,64,7
10.1229,12.0,4.0,85,0.003372746,64,8
33.325346,0.0,0.0,58,0.033543248,128,1
33.980971,2.0,0.0,73,0.017514504,128,2
34.418645,4.0,0.0,75,0.012075587,128,3
34.959171,6.0,2.0,78,0.010007913,128,4
35.685975,9.0,2.0,79,0.010022726,128,5
35.749586,10.0,3.0,81,0.00977694,128,6
35.88004,11.0,3.0,84,0.009905766,128,7
35.619358,15.0,6.0,85,0.00985507,128,8
131.655453,0.0,0.0,58,0.131914376,256,1
132.471129,3.0,0.0,74,0.066824328,256,2
136.606399,4.0,0.0,76,0.046180736,256,3
138.179103,10.0,1.0,77,0.035430806,256,4
138.172126,14.0,2.0,80,0.035320159,256,5
138.703973,18.0,3.0,82,0.035549387,256,6
138.220535,21.0,2.0,83,0.035348846,256,7
138.709069,23.0,5.0,86,0.035662611,256,8
525.043456,1.0,0.0,58,0.52531888,512,1
528.315685,4.0,0.0,74,0.26476098,512,2
541.498651,4.0,0.0,76,0.181226415,512,3
548.380215,15.0,1.0,77,0.13789111,512,4
550.610436,26.0,4.0,80,0.138520715,512,5
550.063502,37.0,6.0,82,0.138440391,512,6
548.044187,46.0,6.0,84,0.138121282,512,7
550.69442,56.0,5.0,86,0.138556042,512,8
2108.596776,2.0,0.0,58,2.108961388,1024,1
2109.14721,6.0,1.0,74,1.055283672,1024,2
2178.461228,6.0,0.0,76,0.727061347,1024,3
2208.964386,16.0,1.0,78,0.553245693,1024,4
2213.8885,62.0,9.0,80,0.554636856,1024,5
2213.88778,110.0,12.0,82,0.554682222,1024,6
2220.52097,154.0,10.0,84,0.556353447,1024,7
2213.077619,195.0,10.0,86,0.554545131,1024,8
8406.337619,4.0,0.0,58,8.406725558,2048,1
8429.673281,11.0,1.0,74,4.215617211,2048,2
8632.03495,13.0,1.0,76,2.878292105,2048,3
8755.291682,30.0,1.0,78,2.190177433,2048,4
8741.280031,211.0,28.0,80,2.186415024,2048,5
8752.858504,396.0,53.0,82,2.189513186,2048,6
8773.768918,570.0,27.0,84,2.194677537,2048,7
8736.6342,740.0,10.0,86,2.185333618,2048,8
33618.196438,21.0,0.0,58,33.61890139,4096,1
33695.894068,18.0,0.0,73,16.848839438,4096,2
34717.440462,26.0,0.0,75,11.573532212,4096,3
35213.929162,56.0,1.0,77,8.805330798,4096,4
35246.22683,802.0,133.0,79,8.812902161,4096,5
35097.278809,1531.0,196.0,81,8.775931776,4096,6
35170.546024,2250.0,121.0,84,8.794471733,4096,7
35192.462898,2947.0,34.0,85,8.799719434,4096,8
134408.907364,83.0,0.0,58,134.410900486,8192,1
134624.27544,80.0,0.0,74,67.313588836,8192,2
138108.070127,84.0,0.0,76,46.037506026,8192,3
140094.242673,146.0,1.0,78,35.026322873,8192,4
140152.319103,3118.0,567.0,80,35.040597164,8192,5
140056.214158,6078.0,862.0,81,35.01694661,8192,6
140199.064402,8878.0,394.0,84,35.052506545,8192,7
140058.404587,11734.0,11.0,86,35.017208878,8192,8
0.906183,0.0,0.0,71,0.001097477,16,1
1.028949,0.0,0.0,73,0.000972666,16,2
2.369682,0.0,0.0,75,0.001550006,16,3
3.822676,0.0,0.0,77,0.001782986,16,4
1.331058,11.0,3.0,80,0.001075736,16,5
1.402196,14.0,5.0,82,0.001125139,16,6
1.447497,20.0,6.0,84,0.001172848,16,7
1.556731,22.0,6.0,86,0.001244538,16,8
2.191708,0.0,0.0,71,0.002387206,32,1
2.331823,0.0,0.0,72,0.001613666,32,2
2.581785,0.0,0.0,75,0.001429688,32,3
5.747306,0.0,0.0,77,0.002322756,32,4
2.65477,12.0,3.0,80,0.001414404,32,5
2.701319,15.0,4.0,82,0.001449203,32,6
2.81376,20.0,6.0,84,0.001518216,32,7
2.884089,22.0,6.0,86,0.001562122,32,8
7.390949,0.0,0.0,72,0.007600864,64,1
7.492615,0.0,0.0,72,0.004191752,64,2
7.924864,0.0,0.0,75,0.003222342,64,3
9.841493,0.0,0.0,76,0.00322713,64,4
7.985294,12.0,5.0,80,0.002778756,64,5
8.014094,16.0,5.0,82,0.002810213,64,6
8.121226,20.0,6.0,83,0.002870051,64,7
8.164357,23.0,5.0,86,0.002896391,64,8
27.885438,0.0,0.0,71,0.02815793,128,1
28.005502,0.0,0.0,73,0.014462113,128,2
28.914619,0.0,0.0,75,0.010202646,128,3
31.926689,1.0,0.0,77,0.00883723,128,4
28.877953,12.0,4.0,80,0.008019161,128,5
29.150658,16.0,6.0,82,0.008117795,128,6
29.06901,22.0,6.0,84,0.008131068,128,7
29.088485,25.0,6.0,86,0.008210065,128,8
108.949523,0.0,0.0,70,0.109174045,256,1
109.671608,0.0,0.0,73,0.05531322,256,2
112.416297,1.0,0.0,75,0.038090817,256,3
118.478397,4.0,1.0,77,0.03067762,256,4
112.440699,17.0,4.0,80,0.029029441,256,5
112.706315,23.0,6.0,82,0.029125238,256,6
113.211042,28.0,7.0,84,0.029307006,256,7
113.181481,32.0,6.0,86,0.029405711,256,8
434.441522,1.0,0.0,70,0.434694996,512,1
435.478342,1.0,0.0,73,0.218237391,512,2
444.620476,1.0,0.0,75,0.148883303,512,3
456.177289,7.0,1.0,77,0.115332257,512,4
446.867955,29.0,5.0,79,0.112766993,512,5
449.1138,41.0,5.0,82,0.113399021,512,6
447.96542,51.0,6.0,84,0.113226183,512,7
449.048647,60.0,6.0,86,0.113591037,512,8
1743.484869,2.0,0.0,70,1.743808308,1024,1
1739.746268,3.0,0.0,73,0.870507049,1024,2
1780.93522,3.0,0.0,75,0.594467409,1024,3
1815.454897,10.0,1.0,77,0.455387028,1024,4
1807.216191,60.0,9.0,79,0.453498547,1024,5
1802.601243,101.0,13.0,82,0.452533861,1024,6
1813.426849,139.0,10.0,84,0.455696174,1024,7
1805.946259,166.0,13.0,86,0.453552604,1024,8
6946.523786,6.0,0.0,71,6.946973967,2048,1
6935.196545,7.0,0.0,72,3.468216783,2048,2
7056.139293,9.0,0.0,75,2.352788379,2048,3
7138.197954,20.0,1.0,77,1.785948507,2048,4
7133.676145,182.0,28.0,80,1.785825928,2048,5
7127.000687,332.0,48.0,82,1.784151812,2048,6
7157.300755,479.0,25.0,83,1.791883313,2048,7
7153.66908,618.0,14.0,86,1.791353549,2048,8
27738.465376,9.0,0.0,71,27.73909831,4096,1
27774.476272,18.0,0.0,73,13.888023872,4096,2
28470.732087,21.0,0.0,75,9.491320425,4096,3
28766.346845,146.0,4.0,76,7.238122566,4096,4
28834.982726,658.0,102.0,80,7.213671932,4096,5
28797.368444,1251.0,163.0,82,7.203197842,4096,6
28829.483025,1850.0,86.0,84,7.211053243,4096,7
28810.538861,2422.0,18.0,86,7.206689064,4096,8
111963.743524,32.0,0.0,70,111.965093279,8192,1
111754.035315,57.0,0.0,73,55.878976295,8192,2
115685.548211,77.0,0.0,75,38.564060114,8192,3
117037.312178,223.0,1.0,77,29.269090114,8192,4
116748.817665,2611.0,445.0,80,29.194996098,8192,5
116716.639239,5033.0,644.0,82,29.186882093,8192,6
116935.079224,7406.0,326.0,83,29.241754726,8192,7
116914.032993,9786.0,24.0,86,29.236395865,8192,8
0.536479,0.0,0.0,71,0.000731259,16,1
0.684768,0.0,0.0,72,0.0008206,16,2
0.780868,0.0,0.0,76,0.000818482,16,3
4.286291,0.0,0.0,76,0.001977362,16,4
0.950599,12.0,4.0,80,0.000978074,16,5
1.003951,14.0,4.0,82,0.001016269,16,6
1.080401,20.0,6.0,84,0.001068157,16,7
1.141587,22.0,6.0,86,0.00109812,16,8
0.730495,0.0,0.0,71,0.000937869,32,1
0.863857,0.0,0.0,73,0.000883353,32,2
0.986867,0.0,0.0,75,0.000887273,32,3
3.214517,0.0,0.0,77,0.001599256,32,4
1.185061,13.0,5.0,81,0.00106278,32,5
1.223564,16.0,5.0,82,0.00107935,32,6
1.276028,19.0,7.0,84,0.001114016,32,7
1.41845,25.0,8.0,85,0.001246408,32,8
1.467272,0.0,0.0,70,0.00165978,64,1
1.610894,0.0,0.0,73,0.001254252,64,2
2.902294,0.0,0.0,75,0.001714731,64,3
2.918243,0.0,0.0,77,0.001429476,64,4
2.021355,12.0,4.0,80,0.001254873,64,5
2.039329,15.0,4.0,82,0.001278807,64,6
2.102621,20.0,6.0,84,0.001326104,64,7
2.16911,24.0,7.0,86,0.001385652,64,8
4.457176,0.0,0.0,70,0.00466961,128,1
4.578239,0.0,0.0,73,0.002743855,128,2
5.016085,0.0,0.0,74,0.002268765,128,3
6.280075,0.0,0.0,77,0.002288947,128,4
5.105461,12.0,4.0,80,0.002021387,128,5
5.12693,16.0,4.0,82,0.002065465,128,6
5.249332,20.0,6.0,84,0.002123218,128,7
5.388027,25.0,7.0,86,0.002217434,128,8
16.100956,0.0,0.0,71,0.016317287,256,1
16.286564,0.0,0.0,73,0.008599575,256,2
17.017453,0.0,0.0,75,0.00623937,256,3
18.078148,1.0,0.0,76,0.00517273,256,4
17.534697,12.0,5.0,80,0.005149376,256,5
17.585555,15.0,6.0,82,0.005174054,256,6
17.860965,20.0,5.0,84,0.005284402,256,7
18.011145,25.0,6.0,85,0.005366643,256,8
62.350142,0.0,0.0,71,0.062573885,512,1
62.777383,0.0,0.0,74,0.031856601,512,2
65.837949,0.0,0.0,75,0.022523832,512,3
71.620651,3.0,1.0,77,0.018891852,512,4
67.320491,16.0,4.0,80,0.017692449,512,5
67.379817,20.0,5.0,82,0.017793433,512,6
67.222047,22.0,5.0,84,0.017744174,512,7
67.558783,26.0,5.0,86,0.017827178,512,8
247.146949,1.0,0.0,71,0.247388842,1024,1
250.863421,1.0,0.0,73,0.126065564,1024,2
262.206757,1.0,0.0,75,0.088169015,1024,3
270.931052,8.0,0.0,77,0.068742263,1024,4
268.768059,25.0,4.0,80,0.068262548,1024,5
276.420153,33.0,5.0,82,0.070387074,1024,6
269.177613,42.0,6.0,84,0.06856413,1024,7
270.121792,50.0,6.0,86,0.068808814,1024,8
985.744361,1.0,0.0,71,0.986095054,2048,1
989.220041,1.0,0.0,73,0.495170248,2048,2
